Document_No,Topic_Num,Topic_Perc_Contrib,Keywords,Text,Title,url
135725,25.0,0.8720999956130981,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",severe coronavirus disease (covid-19) can induce serious complications including acute respiratory distress syndrome septic shock and acute kidney injury however few reports have associated covid-19 with pancreatitis we herein report the case of a 55-year-old patient who developed acute pancreatitis associated with severe covid-19 pneumonia and was successfully treated with veno-venous extracorporeal membrane oxygenation (ecmo) elevated pancreatic enzymes levels and computed tomography findings led to the diagnosis of acute pancreatitis due to covid-19 although we found that severe covid-19 pneumonia can lead to pancreatitis the underlying pathophysiology remains unknown,Pancreatitis in a Patient with Severe Coronavirus Disease Pneumonia Treated with Veno-venous Extracorporeal Membrane Oxygenation,https://www.ncbi.nlm.nih.gov/pubmed/32963170/; https://doi.org/10.2169/internalmedicine.5912-20
77021,25.0,0.8622000217437744,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",comorbid hypertension correlates with poorer outcomes in patients with covid-19,Cardiovascular comorbidity and its impact on patients with Covid-19,https://doi.org/10.1183/13993003.01227-2020; https://www.ncbi.nlm.nih.gov/pubmed/32341104/
160537,25.0,0.859499990940094,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",tocilizumab an il-6 receptor antagonist has been used to treat critically ill patients with coronavirus disease-2019 (covid-19) we present the case of a previously immunocompetent man with covid-19 who developed invasive pulmonary aspergillosis after treatment with tocilizumab illustrating the importance of considering opportunistic infections when providing immune modulating therapy,Invasive Pulmonary Aspergillosis After Treatment with Tocilizumab in a Patient with COVID-19 ARDS: A Case Report,https://www.ncbi.nlm.nih.gov/pubmed/33388572/; https://doi.org/10.1016/j.diagmicrobio.2020.115272; https://www.sciencedirect.com/science/article/pii/S0732889320306490?v=s5; https://api.elsevier.com/content/article/pii/S0732889320306490
116917,25.0,0.8557999730110168,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",numerous chronic diseases including cancer cardiovascular chronic respiratory or neurodegenerative diseases diabetes mellitus retinal damage and others are associated with oxidative stress [],Cytoprotective Activity of Natural and Synthetic Antioxidants,https://www.ncbi.nlm.nih.gov/pubmed/32781685/; https://doi.org/10.3390/antiox9080713
173087,25.0,0.8557999730110168,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",calciphylaxis is a rare but highly fatal vascular calcification disorder with a predilection for patients with end stage renal disease (esrd) the pathogenesis of calciphylaxis is unknown however several risk factors have been identified such as hypercalcemia hyperphosphatemia hyperparathyroidism low serum albumin and history of warfarin therapy this article presents a case of calciphylaxis induced by warfarin in a covid-19 patient,Warfarin-Induced Calciphylaxis in a COVID-19 Patient,https://www.ncbi.nlm.nih.gov/pubmed/33391959/; https://doi.org/10.7759/cureus.12249
171956,25.0,0.8535000085830688,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",co-occurrence of pneumothorax and pneumomediastinum is rare in covid-19 patients positive airway pressure therapy used to improve oxygenation may sometimes worsen clinical outcomes in some patients with severe covid-19 pneumonia in this case report we describe an individual who was diagnosed with covid-19 and developed bilateral pneumothorax and pneumomediastinum after initiating non-invasive positive airway pressure therapy,Iatrogenic Pneumothorax and Pneumomediastinum in a Patient with COVID-19.,https://www.ncbi.nlm.nih.gov/pubmed/33353262/
129956,25.0,0.8392999768257141,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",继发性甲状旁腺功能亢进（secondary hyperparathyroidism，shpt）是慢性肾病（chronic kidney disease，ckd）患者最常见的严重并发症之一。shpt患者的甲状旁腺细胞过度增生，甲状旁腺激素（parathyroid hormone，pth）大量分泌，可引起骨骼、心肌、皮肤、造血系统等多系统病变，严重影响患者生活质量。本文就近年国内外对shpt的治疗进展进行综述，旨在提高临床工作者对shpt最新治疗的认识，为shpt患者提供个体化治疗，从而提高患者的生活质量。,[Advances in the treatment of secondary hyperparathyroidism].,https://doi.org/10.3760/cma.j.cn115330-20200316-00200; https://www.ncbi.nlm.nih.gov/pubmed/32911896/
133655,25.0,0.8367999792098999,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",recently the associations between covid-19 and its comorbidities including hypertension diabetes obesity cardiovascular disease chronic obstructive pulmonary disease chronic kidney disease immunosuppression and other diseases have been reported in the many studies [1] however there is no clear evidence about whether patients with asthma were at a higher risk of severe or fatal covid-19,The association between COVID-19 and asthma: a systematic review and meta-analysis.,https://doi.org/10.1111/cea.13733; https://www.ncbi.nlm.nih.gov/pubmed/32930476/
221072,25.0,0.8314999938011169,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",strict monitoring of the heart rhythm in patients with covid‐19 even nonsevere case and patient with low cardiovascular risk factors is very important to prevent fatal outcomes,Paroxysmal atrial fibrillation associated with a moderate form of COVID‐19 in a middle‐aged man with low cardiovascular risk factor: More still needs to be done in this topic,https://www.ncbi.nlm.nih.gov/pubmed/33821191/; https://doi.org/10.1002/ccr3.3923
125126,25.0,0.8314999938011169,"patient, disease, severe, clinical, respiratory, acute, risk, syndrome, infection, diabete",covid-19 disease can lead to multiple complications such as severe acute respiratory distress syndrome (ards) coagulopathy renal failure cardiac and neurological complications we describe a case of a patient who developed pneumothorax and pneumomediastinum in the setting of covid-19 without having ards or requiring mechanical ventilation our patient developed sudden onset of shortness of breath and desaturation chest x-ray and ct chest revealed pneumothorax and pneumomediastinum though pneumothorax in pulmonary infection is most likely associated with increased airway pressure in acute respiratory distress syndrome and positive pressure mechanical ventilation pneumothorax is a life-threatening complication and if diagnosed early it can reduce mortality in patients with covid-19 infection sudden clinical worsening with shortness of breath and desaturation should prompt the clinician to look for potentially treatable causes such as pneumothorax,A Complication of Pneumothorax and Pneumomediastinum in a Non-Intubated Patient With COVID-19: A Case Report,https://www.ncbi.nlm.nih.gov/pubmed/32983734/; https://doi.org/10.7759/cureus.10044
